Año;Mes;Día;Temp. Máx (°C);Temp. Mín (°C);Humedad (%);Precipitación (mm)
2022;03;28;17.7;10;89.9;9.7
2022;03;29;19.6;8;85.0;3.8
2022;03;30;19.8;9;87.4;3.0
2022;03;31;19.2;8.4;88.3;11.0
2022;04;01;18;8.6;87.9;19.0
2022;04;02;20.2;10;84.3;0.5
2022;04;03;20.4;9.9;83.1;1.2
2022;04;04;19.2;9.7;85.1;20.4
2022;04;05;19.8;7.5;84.3;3.2
2022;04;06;20.6;7.3;85.8;3.9
2022;04;07;20.8;7;83.8;2.8
2022;04;08;19;6.8;83.8;3.4
2022;04;09;19.4;6.9;85.5;3.6
2022;04;10;18.6;7.1;85.0;0.5
2022;04;11;18.6;6.9;84.0;8.0
2022;04;12;19.8;8;84.8;4.0
2022;04;13;21.5;7.2;84.9;3.5
2022;04;14;20.4;9;83.4;0.0
2022;04;15;20;8.8;80.6;5.0
2022;04;16;20.8;8.4;83.5;0.0
2022;04;17;21.6;8;81.3;0.0
2022;04;18;20.2;7.7;78.9;0.0
2022;04;19;18.8;7.2;87.2;0.0
2022;04;20;17.2;5.9;89.7;2.2
2022;04;21;16.4;6.9;89.3;13.6
2022;04;22;19.6;7;84.4;0.0
2022;04;23;20.6;6.8;79.2;0.0
2022;04;24;20;7;80.0;0.0
2022;04;25;19.3;6.6;83.2;2.8
2022;04;26;20.5;7.6;80.6;0.0
2022;04;27;20;8;80.2;0.0
2022;04;28;19.4;8.2;81.1;0.0
2022;04;29;19.5;8.1;83.1;0.0
2022;04;30;19;7.7;84.5;0.0
2022;05;01;20.4;8;80.8;0.0
2022;05;02;21;7;78.8;0.0
2022;05;03;21.6;6.9;74.7;1.0
2022;05;04;19.5;5.8;80.4;2.5
2022;05;05;21;6.8;79.9;17.4
2022;05;06;21.5;7.4;80.5;0.0
2022;05;07;22.2;7;77.1;0.0
2022;05;08;22;7.2;76.9;0.0
2022;05;09;21.5;6.8;78.1;0.0
2022;05;10;20;5.8;82.6;1.8
2022;05;11;20.4;6;81.8;0.0
2022;05;12;20;6.4;82.0;1.2
2022;05;13;19.5;6.8;83.6;1.4
2022;05;14;20.8;7;81.5;18.6
2022;05;15;21.5;7.2;78.3;7.0
2022;05;16;19.6;6;82.1;3.6
2022;05;17;19.7;5.6;80.7;11.2
2022;05;18;18.6;5.8;83.6;0.0
2022;05;19;19.2;5.2;82.6;0.0
2022;05;20;21.5;6;78.5;1.2
2022;05;21;23.6;6.2;76.7;0.0
2022;05;22;23;6.6;75.6;0.0
2022;05;23;21;6;76.4;0.0
2022;05;24;22.6;5;70.5;0.0
2022;05;25;22.8;5.8;78.3;7.0
2022;05;26;19.6;5.6;80.9;1.4
2022;05;27;19.9;5;80.4;1.8
2022;05;28;20;6.2;84.0;0.5
2022;05;29;21;6;81.0;11.6
2022;05;30;21.2;5.8;83.9;14.8
2022;05;31;19;4.5;78.7;0.4
2022;06;01;22;5;79.4;0.0
2022;06;02;17.9;5.4;79.9;0.3
2022;06;03;18.4;5.8;82.6;1.8
2022;06;04;16;6.2;84.1;0.0
2022;06;05;18.9;8.8;85.1;0.0
2022;06;06;22.7;8.6;77.5;0.0
2022;06;07;19.2;7;85.1;0.0
2022;06;08;18.8;7.2;89.9;0.0
2022;06;09;19.8;5.5;89.4;0.0
2022;06;10;22;6;84.5;0.0
2022;06;11;18.8;6.2;87.5;0.0
2022;06;12;22.2;6.6;77.5;0.0
2022;06;13;22.3;4.8;76.2;0.0
2022;06;14;21.7;4.2;75.4;0.0
2022;06;15;21.9;4;74.8;0.0
2022;06;16;21.6;4.5;76.7;0.0
2022;06;17;20.2;3.7;76.2;0.0
2022;06;18;19.4;4;79.1;0.0
2022;06;19;19.5;4.4;76.7;0.0
2022;06;20;22.5;6;75.5;0.0
2022;06;21;22.6;5;79.3;0.0
2022;06;22;22.8;5.3;78.0;0.0
2022;06;23;19.9;5;82.7;0.0
2022;06;24;21;6;80.2;0.0
2022;06;25;20.3;7;79.2;0.0
2022;06;26;21.8;6;70.3;0.0
2022;06;27;21.2;6.6;72.8;0.0
2022;06;28;22.8;4;73.0;0.0
2022;06;29;22.4;4.2;69.2;0.0
2022;06;30;22;3.9;69.0;0.0
2022;07;01;21;2.8;71.6;0.0
2022;07;02;22.2;3;66.6;0.0
2022;07;03;21.6;5.8;69.7;0.0
2022;07;04;21.5;5.9;77.1;0.0
2022;07;05;22.2;5.3;67.6;0.0
2022;07;06;21.8;5.8;71.3;0.0
2022;07;07;23.5;5;71.5;0.0
2022;07;08;22.6;4.9;71.5;0.0
2022;07;09;21.4;6.8;74.7;0.0
2022;07;10;21.8;6.5;71.4;0.0
2022;07;11;22.5;6;73.7;0.0
2022;07;12;21.6;5;75.4;0.0
2022;07;13;21.5;6.2;73.1;0.0
2022;07;14;20.9;6.5;66.5;0.0
2022;07;15;21.8;4;65.2;0.0
2022;07;16;22.2;4.4;69.3;0.0
2022;07;17;21.7;4.6;69.2;0.0
2022;07;18;20.6;5;72.7;0.0
2022;07;19;21.4;7;68.9;0.0
2022;07;20;22.2;5.2;69.7;0.0
2022;07;21;22;5;71.1;0.0
2022;07;22;21;4;75.3;0.0
2022;07;23;21.4;4.2;71.7;0.0
2022;07;24;21;4;74.7;0.0
2022;07;25;20.4;4;74.6;0.5
2022;07;26;19.4;5;73.0;0.4
2022;07;27;20.3;4.5;74.6;0.0
2022;07;28;22.4;4.9;74.1;0.0
2022;07;29;23.5;4.8;77.2;0.0
2022;07;30;23.4;5;75.1;0.0
2022;07;31;23.3;4.6;67.8;0.0
2022;08;01;22.8;3.8;73.9;0.0
2022;08;02;20.6;4.6;73.3;0.0
2022;08;03;20.5;5.2;76.0;3.2
2022;08;04;20.4;5.6;76.5;0.0
2022;08;05;20.6;5.8;76.0;1.4
2022;08;06;19.5;7;77.9;0.0
2022;08;07;20.4;7.2;78.6;3.7
2022;08;08;19.9;5.4;79.2;0.5
2022;08;09;19.4;7;78.6;0.4
2022;08;10;19.8;7.6;78.6;0.5
2022;08;11;21;7.4;75.5;0.0
2022;08;12;21.4;5;73.3;0.0
2022;08;13;22;5.3;76.9;0.0
2022;08;14;22.5;5;74.0;0.0
2022;08;15;22.4;5.2;73.3;0.0
2022;08;16;22.8;4.8;70.1;0.0
2022;08;17;23;6;72.1;0.0
2022;08;18;23.2;4.8;73.8;0.0
2022;08;19;19.6;6;78.4;0.0
2022;08;20;23.5;5.8;71.1;0.0
2022;08;21;20.6;5.2;74.8;0.0
2022;08;22;20.8;5.3;76.9;0.0
2022;08;23;21.8;3.8;73.2;0.0
2022;08;24;23.4;3.4;73.5;0.0
2022;08;25;23.4;3.4;70.1;0.0
2022;08;26;21.5;3.5;72.5;0.0
2022;08;27;20.8;3.8;69.5;0.0
2022;08;28;21.4;4.2;78.1;0.0
2022;08;29;21.5;5;75.9;0.0
2022;08;30;21;6.2;74.8;0.0
2022;08;31;20.6;6.5;74.6;0.0
2022;09;01;20.8;5.5;77.0;0.0
2022;09;02;22.2;5;76.4;0.0
2022;09;03;23.2;4.6;76.4;0.0
2022;09;04;20.6;5.2;76.5;0.0
2022;09;05;23.8;6.6;74.3;0.0
2022;09;06;21;5;76.8;0.0
2022;09;07;23.5;5.4;76.8;0.0
2022;09;08;25;5.6;74.0;0.0
2022;09;09;23.8;5.2;74.5;0.0
2022;09;10;21;7.6;77.9;0.0
2022;09;11;20.2;7.6;78.5;0.0
2022;09;12;22;7;76.6;0.0
2022;09;13;21.6;5;76.0;0.0
2022;09;14;20.5;7.8;78.5;0.0
2022;09;15;19.8;7.7;81.0;2.3
2022;09;16;19.4;8;81.8;5.4
2022;09;17;20.8;7.9;81.9;0.0
2022;09;18;20.5;6.3;80.7;3.4
2022;09;19;20.2;5.5;81.4;0.5
2022;09;20;19.8;4.5;81.6;0.4
2022;09;21;20.8;6.3;82.8;0.0
2022;09;22;22.2;6.4;77.8;0.0
2022;09;23;21.5;5.8;77.8;0.0
2022;09;24;20.6;6;77.8;0.0
2022;09;25;20.5;6.2;82.4;19.4
2022;09;26;21.4;6.2;80.8;6.2
2022;09;27;21.6;6.8;85.4;1.8
2022;09;28;21;6.2;75.8;0.5
2022;09;29;20.2;6;76.9;0.8
2022;09;30;19.6;5.8;78.2;6.4
2022;10;01;19.2;6.3;80.7;0.0
2022;10;02;21.5;7;77.9;0.0
2022;10;03;20.4;6.6;78.7;0.0
2022;10;04;21.8;6.2;78.0;0.0
2022;10;05;21.8;6;76.1;0.0
2022;10;06;22;6.5;72.6;0.0
2022;10;07;20.4;4.5;72.9;0.0
2022;10;08;21;4.8;75.3;2.4
2022;10;09;21;5;78.3;0.0
2022;10;10;22.8;7.6;78.5;0.0
2022;10;11;22.8;7;78.0;1.0
2022;10;12;23.5;6.8;79.4;0.0
2022;10;13;23.8;6.5;75.3;0.0
2022;10;14;23.2;5.8;76.7;0.0
2022;10;15;20.5;5.6;76.8;3.8
2022;10;16;21.9;6.6;77.5;0.0
2022;10;17;20.6;6;83.2;0.0
2022;10;18;19.8;7.5;80.9;0.0
2022;10;19;20.7;7.8;78.5;0.0
2022;10;20;21.5;7;77.7;0.0
2022;10;21;21.6;6.2;76.0;0.8
2022;10;22;22.2;6.4;79.0;0.0
2022;10;23;22.4;5.8;75.8;0.0
2022;10;24;18.4;5.5;83.7;0.6
2022;10;25;21.4;6.2;79.3;0.0
2022;10;26;22.8;6.3;75.4;0.0
2022;10;27;22.5;6.2;78.1;0.0
2022;10;28;22.6;5.8;77.7;0.0
2022;10;29;22.9;5;77.9;0.0
2022;10;30;23.2;4;75.2;0.0
2022;10;31;23.6;4;74.5;0.0
2022;11;01;23;5.2;75.3;0.0
2022;11;02;21.5;4.9;76.3;0.0
2022;11;03;23.4;4;73.9;0.0
2022;11;04;22.8;4.8;75.4;0.0
2022;11;05;24;5;74.4;0.0
2022;11;06;21.2;5.6;75.5;0.0
2022;11;07;23;5.8;74.6;0.0
2022;11;08;22.8;7;73.0;1.5
2022;11;09;22.2;5.5;73.6;0.5
2022;11;10;20.4;6.4;80.2;0.0
2022;11;11;22.8;6;76.8;0.0
2022;11;12;23.5;4.2;75.9;0.0
2022;11;13;23.6;4.2;76.1;0.0
2022;11;14;22.8;4.6;78.6;0.0
2022;11;15;21.8;5;76.1;0.0
2022;11;16;22.7;4.9;77.7;0.0
2022;11;17;20.4;5.3;77.5;0.0
2022;11;18;22;6;77.6;0.0
2022;11;19;21.9;6.2;76.9;0.0
2022;11;20;23.2;6.3;75.6;0.0
2022;11;21;21.7;6.6;78.2;0.0
2022;11;22;22.6;7;77.9;0.0
2022;11;23;23;7.4;75.9;0.0
2022;11;24;23.5;7.2;75.6;2.6
2022;11;25;21.7;5;76.9;0.0
2022;11;26;23.3;5.8;75.8;0.0
2022;11;27;21.8;5.5;76.0;0.0
2022;11;28;23;6;74.9;0.0
2022;11;29;21.6;6.7;74.1;0.0
2022;11;30;22.5;7;74.1;0.0
2022;12;01;23.4;7;76.7;0.0
2022;12;02;20.5;6.8;80.4;1.2
2022;12;03;21.7;4.4;75.2;0.0
2022;12;04;23.4;3.2;72.2;0.0
2022;12;05;24;2;75.5;0.0
2022;12;06;21;5;74.8;0.0
2022;12;07;22.2;5.8;75.4;0.0
2022;12;08;21.8;6;75.2;0.0
2022;12;09;20.6;6.6;76.3;0.8
2022;12;10;20.4;5.5;74.2;1.5
2022;12;11;20.6;6;79.2;15.4
2022;12;12;19;6.5;78.8;18.8
2022;12;13;19.4;7;79.1;1.2
2022;12;14;20;7.2;77.7;0.0
2022;12;15;19.6;7.5;79.8;0.0
2022;12;16;20;7;78.4;17.8
2022;12;17;19.6;7.6;78.7;0.0
2022;12;18;18.8;6.9;82.4;1.4
2022;12;19;21.4;7.3;75.8;0.0
2022;12;20;20.5;6.8;78.6;3.6
2022;12;21;20.2;7.6;77.1;6.8
2022;12;22;19.2;6.5;82.8;16.4
2022;12;23;19.5;9;82.3;4.2
2022;12;24;21.3;7.8;80.1;0.0
2022;12;25;20.5;10;81.7;1.0
2022;12;26;19.5;7.3;83.6;15.2
2022;12;27;20.3;7.4;75.4;0.0
2022;12;28;21.6;6.3;77.1;0.0
2022;12;29;20;6;80.9;8.6
2022;12;30;18.8;9.6;81.9;8.0
2022;12;31;19;9;83.0;2.5
2023;01;01;18.5;9.2;85.2;2.2
2023;01;02;20;7;82.4;0.0
2023;01;03;21.2;5.8;78.7;0.0
2023;01;04;18.3;6;79.7;0.0
2023;01;05;17.5;7;84.1;0.0
2023;01;06;17.2;6.6;81.4;0.0
2023;01;07;20.3;4.4;79.5;0.0
2023;01;08;21.5;5.8;75.3;0.0
2023;01;09;20.8;8;75.0;4.0
2023;01;10;18.8;7.7;83.9;9.5
2023;01;11;17.4;7.8;87.1;17.2
2023;01;12;18.6;7.4;85.0;29.6
2023;01;13;20.2;6.8;82.0;0.0
2023;01;14;18.2;7;84.0;2.6
2023;01;15;17;7.2;86.7;0.0
2023;01;16;18.8;7.8;87.4;10.0
2023;01;17;20.5;6.8;82.5;0.0
2023;01;18;18;6;83.7;7.4
2023;01;19;19;7.3;84.3;17.2
2023;01;20;17.2;7.8;85.7;2.2
2023;01;21;18.4;9;87.3;18.2
2023;01;22;18.6;8.2;84.4;7.6
2023;01;23;19;8;82.0;6.0
2023;01;24;19.5;7;86.6;12.4
2023;01;25;18;10;84.8;9.4
2023;01;26;19.2;9.8;85.9;11.2
2023;01;27;21.4;9;84.6;3.2
2023;01;28;20;9.9;80.1;0.0
2023;01;29;21.7;10;79.4;0.0
2023;01;30;23.2;9;77.3;0.0
2023;01;31;23.6;8.8;77.1;0.0
2023;02;01;15.8;8.6;86.4;0.0
2023;02;02;17;9.7;83.6;1.2
2023;02;03;20.4;9.8;85.2;19.6
2023;02;04;20;10;81.2;6.4
2023;02;05;21.8;10.2;74.2;0.0
2023;02;06;19.9;7.5;84.6;2.5
2023;02;07;22;7.2;80.0;6.4
2023;02;08;21.7;9.2;80.4;0.0
2023;02;09;20.9;10;83.7;9.6
2023;02;10;20.5;10.2;83.0;7.4
2023;02;11;20;10.1;82.7;3.2
2023;02;12;20.8;9.9;84.9;7.7
2023;02;13;19.6;9.8;81.5;11.6
2023;02;14;19.1;9.9;84.4;24.0
2023;02;15;19.5;10.2;87.3;24.7
2023;02;16;19.2;9.4;85.3;2.2
2023;02;17;19.5;9;84.3;4.3
2023;02;18;21;8.9;82.0;0.7
2023;02;19;21.3;9.1;79.3;5.4
2023;02;20;21;9;81.0;0.0
2023;02;21;21.3;9.1;79.2;0.0
2023;02;22;21;8.8;81.4;11.4
2023;02;23;20.7;9.2;81.4;14.9
2023;02;24;21.5;9;83.6;13.0
2023;02;25;20;7;85.5;8.0
2023;02;26;21.4;7;84.0;10.9
2023;02;27;21.8;8.3;85.7;2.0
2023;02;28;22;10;82.5;0.0
2023;03;01;0.0;8.6;83.6;0.0
2023;03;01;0.0;8.6;83.6;4.8
2023;03;02;0.0;7.2;87.4;18.2
2023;03;03;0.0;8;84.7;2.4
2023;03;04;0.0;8;83.6;0.0
2023;03;05;0.0;7.7;81.6;18.7
2023;03;06;0.0;9;82.8;15.5
2023;03;07;0.0;9.9;85.2;14.1
2023;03;08;0.0;8;91.9;7.2
2023;03;09;0.0;10.2;92.1;17.8
2023;03;10;0.0;10;90.7;9.6
2023;03;11;0.0;9.8;85.3;13.2
2023;03;12;0.0;9.9;88.1;16.2
2023;03;13;0.0;9;85.5;55.0
2023;03;14;0.0;8;85.8;4.8
2023;03;15;0.0;8.8;86.9;7.0
2023;03;16;0.0;9;85.5;6.6
2023;03;17;19.8;6;84.8;3.0
2023;03;18;21.4;6.2;82.5;3.8
2023;03;19;19.9;8.8;84.2;0.5
2023;03;20;19;6.2;84.1;0.0
2023;03;21;20.2;5.8;80.8;0.0
2023;03;22;20;5;81.0;0.0
2023;03;23;20.9;4.2;80.3;0.0
2023;03;24;21.3;7;78.8;0.0
2023;03;25;17.2;9;87.2;0.6
2023;03;26;19.9;8.8;81.2;5.4
2023;03;27;21.5;8.6;82.1;6.5
2023;03;28;20.4;7.4;83.4;6.8
2023;03;29;19.5;8;84.6;13.7
2023;03;30;18;7.5;90.6;17.6
2023;03;31;21;7.4;85.0;0.9
2023;04;01;21.6;9.2;80.5;0.0
2023;04;02;19.5;8.8;81.5;4.5
2023;04;03;19.8;7.3;83.6;3.8
2023;04;04;20.2;8;81.4;9.5
2023;04;05;19.9;8;82.6;7.2
2023;04;06;19.5;7.4;85.2;3.4
2023;04;07;18.8;9.8;86.4;1.8
2023;04;08;19.2;8.6;87.0;26.2
2023;04;09;19.8;7.8;82.7;10.4
2023;04;10;18.9;6.9;85.2;1.7
2023;04;11;19.2;7.8;85.5;4.4
2023;04;12;19.8;7.3;83.6;6.2
2023;04;13;21.4;7;82.8;0.0
2023;04;14;21.2;7.2;81.4;21.4
2023;04;15;20;7.7;81.0;4.8
2023;04;16;20.6;7.1;79.8;9.0
2023;04;17;20.5;7;81.7;10.0
2023;04;18;20;7;79.1;0.0
2023;04;19;20.8;6.9;79.3;2.6
2023;04;20;20.7;7;78.1;15.5
2023;04;21;20.2;6.9;81.1;4.2
2023;04;22;20.4;6.8;84.4;0.5
2023;04;23;19;7;88.1;0.0
2023;04;24;20.6;7.8;86.0;0.0
2023;04;25;20.2;8.3;84.3;0.1
2023;04;26;19;8;86.4;0.0
2023;04;27;20.8;6.3;85.0;2.4
2023;04;28;21.3;9.5;82.0;0.0
2023;04;29;22.2;6.8;80.5;4.7
2023;04;30;22.6;6.9;80.7;0.0
2023;05;01;21.5;6.6;84.0;8.8
2023;05;02;23.4;6.2;72.9;0.0
2023;05;03;20.2;7;84.2;0.0
2023;05;04;21.8;7.2;81.3;0.0
2023;05;05;22.5;6.7;79.8;0.0
2023;05;06;23;7.5;79.3;0.0
2023;05;07;21.5;8;82.1;2.0
2023;05;08;21.9;9.9;81.4;1.2
2023;05;09;18.6;8.8;89.0;15.4
2023;05;10;22.2;9;83.2;10.0
2023;05;11;22.4;7.9;81.2;0.0
2023;05;12;20.7;8.6;84.8;0.0
2023;05;13;23;9;81.5;0.0
2023;05;14;22.8;9.2;77.6;0.0
2023;05;15;23.5;7.7;78.5;0.0
2023;05;16;23.6;7;79.2;0.0
2023;05;17;23.8;6.6;80.7;0.0
2023;05;18;23.3;6.8;79.0;0.0
2023;05;19;22.2;7.5;78.5;0.0
2023;05;20;20.8;7.2;82.1;0.0
2023;05;21;22.6;7.5;78.4;0.0
2023;05;22;23.2;6;79.4;0.0
2023;05;23;22.6;7;77.6;0.0
2023;05;24;22.7;8;79.6;2.8
2023;05;25;22.8;8.2;79.5;1.6
2023;05;26;22.9;8;78.5;0.0
2023;05;27;22.7;7.8;77.7;1.9
2023;05;28;22.5;8;75.7;6.3
2023;05;29;20.7;7.3;80.8;0.0
2023;05;30;20.5;8.2;79.9;1.2
2023;05;31;21.6;7.8;78.0;0.0
2023;06;01;23.2;4.3;75.7;0.0
2023;06;02;23.5;5;76.2;0.0
2023;06;03;23.7;5;73.3;0.0
2023;06;04;23.8;5.2;72.1;0.0
2023;06;05;23.6;5;72.3;0.0
2023;06;06;23.4;5;74.1;5.4
2023;06;07;21.8;5.4;78.0;0.0
2023;06;08;21.5;6.2;83.7;2.0
2023;06;09;22;6;82.9;0.0
2023;06;10;22.6;6.9;77.0;0.0
2023;06;11;22.3;7;77.8;0.0
2023;06;12;24;7.2;77.9;0.0
2023;06;13;23;7.5;77.2;0.0
2023;06;14;21.8;7.2;85.3;1.8
2023;06;15;22.5;8.5;75.4;0.0
2023;06;16;21.8;6;81.5;0.0
2023;06;17;22.8;6.8;75.0;0.0
2023;06;18;23.4;5;78.2;0.0
2023;06;19;23.9;6;77.5;0.0
2023;06;20;23.7;5.6;78.5;0.0
2023;06;21;23;4.7;80.6;0.0
2023;06;22;23.6;6.1;77.7;0.0
2023;06;23;23.4;6;77.2;0.0
2023;06;24;22.5;5.8;77.6;0.0
